seqNum,account,expense
189,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,222999
190,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-87000
190,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-137600
190,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,224553
191,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-99000
191,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-128000
191,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,226884
192,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-115000
192,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-115200
192,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,229992
193,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
193,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
193,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
194,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
194,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
194,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
195,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-145000
195,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-91200
195,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,235949
196,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-163000
196,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-76800
196,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,239575
197,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-177000
197,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-65600
197,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,242424
198,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-193000
198,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-52800
198,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,245791
199,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,48000
199,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-38400
199,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,0
200,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-231000
200,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-22400
200,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,253302
201,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-257000
201,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-1600
201,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,258482
202,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
202,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
202,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
203,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
203,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
203,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
204,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
204,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
204,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
205,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
205,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
205,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
206,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
206,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
206,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
207,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
207,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
207,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
208,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
208,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
208,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
209,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
209,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
209,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
210,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
210,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
210,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
211,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,0
211,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
211,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,0
212,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
212,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
212,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
213,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
213,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
213,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
214,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
214,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
214,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
215,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
215,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
215,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
216,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
216,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
216,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
217,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
217,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
217,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
218,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
218,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
218,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
219,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,0
219,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
219,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,0
220,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
220,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
220,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
221,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
221,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
221,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
222,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
222,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
222,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
223,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
223,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
223,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
224,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
224,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
224,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
225,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
225,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
225,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
226,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
226,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
226,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
227,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
227,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
227,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
228,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
228,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
228,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
229,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
229,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
229,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
230,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,0
230,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
230,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,0
231,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,0
231,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
231,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,0
232,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
232,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
232,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
233,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
233,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
233,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
234,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
234,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
234,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
235,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
235,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
235,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
236,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
236,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
236,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
237,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
237,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
237,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
238,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
238,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
238,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
239,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
239,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
239,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
240,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
240,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
240,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
241,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,0
241,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
241,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,0
242,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
242,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
242,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
243,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
243,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
243,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
244,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
244,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
244,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
245,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
245,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
245,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
246,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
246,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
246,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
247,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
247,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
247,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
248,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-260000
248,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
248,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,260000
249,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-260000
249,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
249,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,260000
250,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
250,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
250,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
251,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
251,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
251,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
252,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
252,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
252,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
253,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
253,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
253,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
254,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,0
254,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
254,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,0
255,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
255,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
255,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
256,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
256,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
256,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
257,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
257,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
257,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
258,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
258,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
258,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
259,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,0
259,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
259,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,0
260,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,0
260,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
260,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,0
261,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
261,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
261,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
262,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
262,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
262,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
263,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,0
263,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
263,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,0
264,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,0
264,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
264,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,0
265,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
265,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
265,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
266,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
266,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
266,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
267,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,0
267,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
267,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,0
268,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,0
268,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
268,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,0
269,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-215000
269,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-35200
269,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,250194
270,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-190000
270,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-55200
270,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,245014
271,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-173000
271,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-68800
271,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,241647
272,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,0
272,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
272,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,0
273,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,0
273,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
273,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,0
274,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-141000
274,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-94400
274,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,235172
275,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-130000
275,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-103200
275,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,233100
276,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-120000
276,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-111200
276,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,231028
277,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-110000
277,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-119200
277,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,228956
278,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-103000
278,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-124800
278,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,227661
279,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-93000
279,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-132800
279,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,225589
280,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
280,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
280,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
281,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,0
281,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
281,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,0
282,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-60000
282,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-159200
282,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,219114
283,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-40000
283,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-175200
283,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,214970
284,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-89000
284,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-136000
284,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,224812
285,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-87000
285,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-137600
285,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,224553
286,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-63000
286,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-156800
286,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,219632
287,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-73000
287,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-148800
287,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,221704
288,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-57000
288,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-161600
288,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,218596
289,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,0
289,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
289,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,0
290,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
290,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
290,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
291,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-84000
291,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-140000
291,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,223776
292,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-80000
292,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-143200
292,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,222999
