seqNum,account,expense
125,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
125,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
125,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
126,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
126,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
126,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
127,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
127,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
127,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
128,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,0
128,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
128,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,0
129,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,0
129,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
129,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,0
130,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
130,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
130,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
131,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
131,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
131,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
132,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
132,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
132,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
133,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
133,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
133,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
134,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
134,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
134,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
135,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
135,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
135,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
136,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
136,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
136,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
137,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
137,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
137,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
138,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
138,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
138,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
139,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
139,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
139,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
140,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,0
140,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
140,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,0
141,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
141,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
141,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
142,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
142,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
142,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
143,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-260000
143,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
143,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,260000
144,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-260000
144,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
144,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,260000
145,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
145,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
145,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
146,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
146,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
146,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
147,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
147,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
147,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
148,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
148,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
148,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
149,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
149,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
149,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
150,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
150,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
150,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
151,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
151,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
151,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
152,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,0
152,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
152,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,0
153,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,0
153,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
153,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,0
154,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
154,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
154,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
155,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
155,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
155,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
156,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
156,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
156,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
157,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
157,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
157,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
158,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
158,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
158,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
159,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
159,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
159,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
160,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-251000
160,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-6400
160,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,257187
161,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-216000
161,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-34400
161,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,250194
162,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-189000
162,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-56000
162,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,244755
163,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,88000
163,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-70400
163,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,0
164,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,106000
164,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-84800
164,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,0
165,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-139000
165,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-96000
165,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,234913
166,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
166,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
166,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
167,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
167,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
167,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
168,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-112000
168,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-117600
168,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,229474
169,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-99000
169,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-128000
169,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,226884
170,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-89000
170,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-136000
170,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,224812
171,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-88000
171,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-136800
171,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,224553
172,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-76000
172,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-146400
172,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,222222
173,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-66000
173,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-154400
173,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,220150
174,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,192000
174,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-153600
174,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,0
175,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-65000
175,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-155200
175,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,220150
176,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-60000
176,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-159200
176,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,219114
177,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-57000
177,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-161600
177,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,218596
178,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-56000
178,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-162400
178,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,218337
179,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-55000
179,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-163200
179,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,218078
180,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
180,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
180,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
181,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-259000
181,0x2205571079DeB4D9304142567Ff406ddE867DC8A,0
181,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,259000
182,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-50000
182,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-167200
182,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,217042
183,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-48000
183,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-168800
183,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,216783
184,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-56000
184,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-162400
184,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,218337
185,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-58000
185,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-160800
185,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,218596
186,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-59000
186,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-160000
186,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,218855
187,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,196000
187,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-156800
187,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,0
188,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-79000
188,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-144000
188,0x8b68Ee8002D48e56517289FD72594597DA74c8e2,222999
189,0x06A0f4E6aCf4917b789F913532171B7049F0Fd2a,-80000
189,0x2205571079DeB4D9304142567Ff406ddE867DC8A,-143200
